system:index,EVI,NDMI,NDVI,NDWI,SAVI,VH,VV,VV_VH_ratio,canal_priority_score,crop_type,field_id,growth_stage,latitude,longitude,moisture_stress,recommended_depth_mm,sar_available,stress_score,water_deficit_mm,.geo
1039,0.1029686102701545,-0.1504622846841812,0.12234906107187271,-0.2160775363445282,0.09740916140807321,-24.91280803267818,-13.631580438488928,0.5471715981506362,10.0,Unclassified,GEE-PIXEL-1039,Sowing/Planting,29.514558309166393,76.5531351684479,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.5531351684479,29.514558309166393]}"
1040,0.063345888302471,-0.17190417647361755,0.0853489339351654,-0.2016112357378006,0.06563349912291397,-24.944557918892137,-14.439765558362822,0.5788744055592604,10.0,Unclassified,GEE-PIXEL-1040,Sowing/Planting,29.634951380278306,76.68438143061813,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.68438143061813,29.634951380278306]}"
1043,0.10120724650841245,-0.1240573599934578,0.14828458428382874,-0.2677081227302551,0.09872837809571056,-21.168867644540853,-10.383740629916016,0.49051944085036003,10.0,Unclassified,GEE-PIXEL-1043,Sowing/Planting,29.6016243804218,76.87177761410716,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.87177761410716,29.6016243804218]}"
1044,0.06221143163121987,-0.14576533436775208,0.09341196715831757,-0.2222834974527359,0.06285838253909937,-18.628455987404276,-12.493114112747561,0.6706468207478743,10.0,Unclassified,GEE-PIXEL-1044,Sowing/Planting,29.940907610374634,77.12949713269836,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.12949713269836,29.940907610374634]}"
1045,0.05105855944002874,-0.20849530398845673,0.06744321435689926,-0.135141983628273,0.04668769424388754,-23.594891563952636,-12.720706072586585,0.5391296915791078,10.0,Unclassified,GEE-PIXEL-1045,Sowing/Planting,29.739469689753147,76.88443333092076,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.88443333092076,29.739469689753147]}"
1046,0.06757001386239503,-0.21821554005146027,0.1041974276304245,-0.21324221789836884,0.07059633333779028,-22.754703181170463,-12.092928112368442,0.5314474351756339,10.0,Unclassified,GEE-PIXEL-1046,Sowing/Planting,29.539394539749097,76.81570487439357,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.81570487439357,29.539394539749097]}"
1047,0.06667657349089978,-0.12566517293453217,0.07106832414865494,-0.16074340045452118,0.049668878915555825,-21.519344704741982,-9.442363955856028,0.43878494090762243,10.0,Unclassified,GEE-PIXEL-1047,Sowing/Planting,29.88786255889691,77.15421888670579,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.15421888670579,29.88786255889691]}"
1050,0.4279279205265804,0.10325805097818375,0.7467249035835266,-0.7822333574295044,0.4736842033978079,-16.971637798453322,-9.453226734223907,0.5570014752546089,9.070677541196346,Paddy (Rice),GEE-PIXEL-1050,Flowering,29.60842917392138,76.86625758311088,Severe Stress,44.83709745109081,1,0.8967419490218163,35.86967796087265,"{""type"":""Point"",""coordinates"":[76.86625758311088,29.60842917392138]}"
1051,0.05680325347118201,-0.13047198951244354,0.05532434582710266,-0.1204240471124649,0.04675361557627725,-27.67003361916647,-15.133423513016588,0.5469246719475847,10.0,Unclassified,GEE-PIXEL-1051,Sowing/Planting,29.769300665998053,76.7869043225394,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.7869043225394,29.769300665998053]}"
1052,0.2601707458701362,-0.023030735552310944,0.3099633753299713,-0.3456479012966156,0.24702135422290417,-18.03546724318054,-11.641575104937578,0.6454823483889373,10.0,Unclassified,GEE-PIXEL-1052,Vegetative,29.528477623592213,76.76907113366825,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.76907113366825,29.528477623592213]}"
1053,0.11915886956788127,-0.13513511419296265,0.18445537984371185,-0.24296380579471588,0.11682457839606099,-20.07170483473179,-11.78774922919647,0.5872819430904076,10.0,Unclassified,GEE-PIXEL-1053,Sowing/Planting,29.62872828053821,76.76837100760329,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.76837100760329,29.62872828053821]}"
1054,0.05823155357230375,-0.174714133143425,0.08543971925973892,-0.17556558549404144,0.056642420585852574,-21.160849053538495,-11.492259472519446,0.5430906853753303,10.0,Unclassified,GEE-PIXEL-1054,Sowing/Planting,29.58212614054618,76.61360949728726,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.61360949728726,29.58212614054618]}"
1055,0.06164731871320128,-0.23288510739803314,0.07219135761260986,-0.15296277403831482,0.05236520077991466,-24.963121792587096,-11.675726787742356,0.46771903580298796,10.0,Unclassified,GEE-PIXEL-1055,Sowing/Planting,29.62938501852635,76.83040787898491,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.83040787898491,29.62938501852635]}"
1056,0.1904047502043766,-0.05871858075261116,0.3078138530254364,-0.42605945467948914,0.2060123298722928,-20.52124307005872,-11.965799495115014,0.583093335884068,10.0,Unclassified,GEE-PIXEL-1056,Vegetative,29.87704181106088,76.7505103489623,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.7505103489623,29.87704181106088]}"
1057,0.2952524299527445,-0.006846599280834198,0.49752911925315857,-0.5795243382453918,0.32621909904442864,-20.849975024516777,-10.928166999493973,0.5241333627871149,10.0,Unclassified,GEE-PIXEL-1057,Vegetative,29.545605005568273,77.00026343777968,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.00026343777968,29.545605005568273]}"
1058,0.10687823974043852,-0.1098804771900177,0.13369883596897125,-0.24933525919914246,0.09761853684882654,-16.44791106374445,-12.150176909352208,0.73870642910034,10.0,Unclassified,GEE-PIXEL-1058,Sowing/Planting,29.6886642186887,76.8558091995289,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.8558091995289,29.6886642186887]}"
1059,0.13106485562097345,-0.11136925220489502,0.20124156773090363,-0.31409168243408203,0.13162642207473407,-21.033206747986103,-11.897368401101003,0.5656469367366959,10.0,Unclassified,GEE-PIXEL-1059,Sowing/Planting,29.695314463520077,76.86039067168323,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.86039067168323,29.695314463520077]}"
1060,0.05952036379030759,-0.14161066710948944,0.05588877946138382,-0.1504424661397934,0.04985409521493958,-26.214584366292286,-13.403832393539961,0.511312051244542,10.0,Unclassified,GEE-PIXEL-1060,Sowing/Planting,29.65885135303523,76.68635647483136,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.68635647483136,29.65885135303523]}"
1061,0.05445802142989871,-0.16254280507564545,0.06727040559053421,-0.157488614320755,0.055794016176553385,-24.196775370696557,-13.390309934590976,0.5533923542638509,10.0,Unclassified,GEE-PIXEL-1061,Sowing/Planting,29.498582760970056,76.69810657342668,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.69810657342668,29.498582760970056]}"
1062,0.07357239287017331,-0.17228467762470245,0.08767516911029816,-0.1627945899963379,0.06313833431443788,-24.966608276467134,-11.635815174001182,0.4660551209522487,10.0,Unclassified,GEE-PIXEL-1062,Sowing/Planting,29.777529146336498,76.99204406635627,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.99204406635627,29.777529146336498]}"
1063,0.24913163211905007,0.07618129253387451,0.29036688804626465,-0.3042168915271759,0.21482271694499477,-17.471905961540447,-8.736835928170716,0.5000505638854171,9.31436836719513,Unclassified,GEE-PIXEL-1063,Vegetative,29.839717479641628,77.06159422907842,Severe Stress,46.190935373306274,1,0.9238187074661255,36.95274829864502,"{""type"":""Point"",""coordinates"":[77.06159422907842,29.839717479641628]}"
1064,0.07299209477000917,-0.11797107756137848,0.07892850786447525,-0.17545834183692932,0.06600914297024146,-23.926826563511156,-11.684633031588152,0.48834865287802454,10.0,Unclassified,GEE-PIXEL-1064,Sowing/Planting,29.746850112544244,77.04929661493162,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.04929661493162,29.746850112544244]}"
1065,0.2043041252182164,0.05634063854813576,0.2529386281967163,-0.29873648285865784,0.181676068423261,-14.937476075541875,-10.35218809227754,0.693034668839573,9.492934253066778,Unclassified,GEE-PIXEL-1065,Vegetative,29.911843396827578,77.15786557364635,Severe Stress,47.18296807259321,1,0.9436593614518642,37.74637445807457,"{""type"":""Point"",""coordinates"":[77.15786557364635,29.911843396827578]}"
1066,0.06785950828564594,-0.16460537910461426,0.08363264799118042,-0.1896357536315918,0.06762239613641885,-23.38060438542652,-9.766897394960912,0.41773504447061305,10.0,Unclassified,GEE-PIXEL-1066,Sowing/Planting,29.496837357306543,76.67490797979967,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.67490797979967,29.496837357306543]}"
1069,0.0987341394953992,-0.11302770674228668,0.12056466192007065,-0.20262588560581207,0.09110377772513195,-21.279242803020292,-10.981425669932456,0.5160628264665801,10.0,Unclassified,GEE-PIXEL-1069,Sowing/Planting,29.7603791452063,76.97199678454177,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.97199678454177,29.7603791452063]}"
1070,0.11398933046453541,-0.1568523496389389,0.1550387442111969,-0.2085510939359665,0.10517089557039966,-19.759012534032003,-9.80717574967832,0.49633939090459545,10.0,Unclassified,GEE-PIXEL-1070,Sowing/Planting,29.847261462867316,76.96660324600613,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.96660324600613,29.847261462867316]}"
1071,0.07957119094911357,-0.18473194539546967,0.09339586645364761,-0.1630057990550995,0.07086381434266378,-26.31103058105108,-13.388677567995988,0.5088617884280123,10.0,Unclassified,GEE-PIXEL-1071,Sowing/Planting,29.85416048750219,76.96540948494567,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.96540948494567,29.85416048750219]}"
1072,0.06355934725443176,-0.2510589063167572,0.09392575919628143,-0.26916801929473877,0.05855539825390994,-24.915866683980074,-12.923965241494082,0.5187042427269017,10.0,Unclassified,GEE-PIXEL-1072,Sowing/Planting,29.614784089721415,76.7633218097277,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.7633218097277,29.614784089721415]}"
1073,0.06341862530858991,-0.1941365748643875,0.07614213973283768,-0.1505870372056961,0.05562826264603174,-22.275508291979786,-11.012136237171433,0.49436073858287893,10.0,Unclassified,GEE-PIXEL-1073,Sowing/Planting,29.727694862576136,76.68698350713169,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.68698350713169,29.727694862576136]}"
1074,0.07813247869911219,-0.13476841151714325,0.09237483143806458,-0.1933944821357727,0.07531492204233242,-21.60293643422682,-12.621113083708162,0.5842313940221189,10.0,Unclassified,GEE-PIXEL-1074,Sowing/Planting,29.569763041570745,76.89509438137259,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.89509438137259,29.569763041570745]}"
1075,0.0669139498920903,-0.12976112961769104,0.07324840128421783,-0.16521015763282776,0.055067832243490204,-22.127532851909315,-12.782574983215738,0.5776773961399934,10.0,Unclassified,GEE-PIXEL-1075,Sowing/Planting,29.664807089179074,76.84163270303137,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.84163270303137,29.664807089179074]}"
1076,0.05759782171940754,-0.12457912415266037,0.0758928433060646,-0.15433068573474884,0.053797459550066984,-20.63508043147181,-10.04334968011667,0.48671243129788727,10.0,Unclassified,GEE-PIXEL-1076,Sowing/Planting,29.946624262025026,77.13439463295401,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.13439463295401,29.946624262025026]}"
1077,0.09001399134576134,-0.15056928992271423,0.0963517352938652,-0.18543492257595062,0.07524357833079676,-25.47928509629745,-13.22771226751182,0.5191555703652607,10.0,Unclassified,GEE-PIXEL-1077,Sowing/Planting,29.847812176964872,76.79406478927075,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.79406478927075,29.847812176964872]}"
1079,0.05182592761799222,-0.20839785039424896,0.07026524841785431,-0.1473684310913086,0.04872016205950265,-22.16827859233504,-10.609936494314304,0.4786089695115882,10.0,Unclassified,GEE-PIXEL-1079,Sowing/Planting,29.473854028261535,76.56899942262615,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.56899942262615,29.473854028261535]}"
1080,0.0899942027463855,-0.19551049172878265,0.13335689902305603,-0.25042206048965454,0.09419312183131279,-20.971849155459076,-9.488197344331617,0.45242542640963157,10.0,Unclassified,GEE-PIXEL-1080,Sowing/Planting,29.873363026270727,76.75954111702384,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.75954111702384,29.873363026270727]}"
1081,0.13044239703219715,-0.12161477655172348,0.15744666755199432,-0.22761736810207367,0.12231400083915196,-21.723153957731462,-14.047453340921068,0.6466581240878966,10.0,Unclassified,GEE-PIXEL-1081,Sowing/Planting,29.685575996467154,76.87793381309183,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.87793381309183,29.685575996467154]}"
1082,0.05113749184937454,-0.15693429112434387,0.0732838585972786,-0.20437957346439362,0.0509020595254665,-21.420127662410934,-10.766026235229864,0.5026126317974863,10.0,Unclassified,GEE-PIXEL-1082,Sowing/Planting,29.95812989274794,77.12918446770622,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.12918446770622,29.95812989274794]}"
1083,0.4151449933896323,0.08901772648096085,0.6046371459960938,-0.5866992473602295,0.43778036371938783,-16.18778422944308,-10.245615932212324,0.6329227286400235,9.198840461671352,Unclassified,GEE-PIXEL-1083,Flowering,29.522387810799138,76.96939570500626,Severe Stress,45.54911367595196,1,0.9109822735190392,36.439290940761566,"{""type"":""Point"",""coordinates"":[76.96939570500626,29.522387810799138]}"
1084,0.05748553410538004,-0.2021111398935318,0.06443913280963898,-0.15245477855205536,0.04846429551469254,-24.2433294806315,-13.483782672964901,0.5561852896452473,10.0,Unclassified,GEE-PIXEL-1084,Sowing/Planting,29.712602559331728,76.8097527419993,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.8097527419993,29.712602559331728]}"
1085,0.0778184731447223,-0.12479211390018463,0.09373408555984497,-0.2071279138326645,0.07306189335796129,-22.38273024601949,-12.338171964033894,0.5512362602620543,10.0,Unclassified,GEE-PIXEL-1085,Sowing/Planting,29.75559310873436,76.70701755632788,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.70701755632788,29.75559310873436]}"
1086,0.10052102133281568,-0.12198688834905624,0.11960580945014954,-0.21247416734695435,0.09367908607724505,-19.86173536248825,-10.491038339682277,0.5282035369225416,10.0,Unclassified,GEE-PIXEL-1086,Sowing/Planting,29.719099075521136,77.04396404755849,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.04396404755849,29.719099075521136]}"
1087,0.10897967635906508,-0.10231368243694305,0.11955326795578003,-0.1828247755765915,0.090481326339756,-18.251909994736856,-11.95462112365739,0.6549792203711207,10.0,Unclassified,GEE-PIXEL-1087,Sowing/Planting,29.73308424470305,77.0012288263513,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.0012288263513,29.73308424470305]}"
1089,0.06732990974373107,-0.09202910959720612,0.08316093683242798,-0.16046097874641418,0.06131786998671533,-21.781399015029983,-12.199628069602213,0.5600938957721635,10.0,Unclassified,GEE-PIXEL-1089,Sowing/Planting,29.84579115827866,77.16677214142273,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.16677214142273,29.84579115827866]}"
1090,0.12401204344636825,-0.12545837461948395,0.1367185413837433,-0.19168305397033691,0.10496061307929536,-18.09612861173286,-9.882970170807187,0.5461372942794367,10.0,Unclassified,GEE-PIXEL-1090,Sowing/Planting,29.558813666163953,76.91409162428053,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.91409162428053,29.558813666163953]}"
1091,0.28374694978833015,-0.05374858155846596,0.4302119016647339,-0.41929689049720764,0.29367787269927426,-20.669067925281492,-11.594110462130265,0.5609401964802224,10.0,Unclassified,GEE-PIXEL-1091,Vegetative,29.636190926110082,76.62355623387761,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.62355623387761,29.636190926110082]}"
1092,0.31006712602877906,0.015312550589442253,0.4368014633655548,-0.4689485430717468,0.31030309062615236,-19.36072681947254,-12.140632454640807,0.6270752743386335,9.86218704469502,Unclassified,GEE-PIXEL-1092,Vegetative,29.966633990175314,76.98811852300868,Severe Stress,49.23437247052789,1,0.9846874494105577,39.38749797642231,"{""type"":""Point"",""coordinates"":[76.98811852300868,29.966633990175314]}"
1093,0.07103823075512443,-0.12670715153217316,0.07058821618556976,-0.16689278185367584,0.049681515362670056,-18.87359173263586,-12.608473127273118,0.6680484548958023,10.0,Unclassified,GEE-PIXEL-1093,Sowing/Planting,29.932609483993925,77.13947143730535,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.13947143730535,29.932609483993925]}"
1094,0.5255702539806708,0.2394184172153473,0.5933541059494019,-0.5350139737129211,0.43662760077640894,-15.459626409709742,-10.142625204069304,0.6560718604280681,7.845234245061874,Unclassified,GEE-PIXEL-1094,Flowering,29.959141004397544,77.16852977964443,Severe Stress,38.029079139232635,1,0.7605815827846527,30.42326331138611,"{""type"":""Point"",""coordinates"":[77.16852977964443,29.959141004397544]}"
1095,0.0760419798318908,-0.10755233466625214,0.10202118009328842,-0.18088386952877045,0.0694626513690092,-19.590206597732188,-9.966224554474843,0.508735066855478,10.0,Unclassified,GEE-PIXEL-1095,Sowing/Planting,29.805046941479077,77.14775527770284,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.14775527770284,29.805046941479077]}"
1097,0.05476450372181338,-0.15715663135051727,0.0733390748500824,-0.1669793576002121,0.05292651709432736,-19.09165489526789,-6.987629918209528,0.36600443086502327,10.0,Unclassified,GEE-PIXEL-1097,Sowing/Planting,29.571318454522924,76.60565894345723,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.60565894345723,29.571318454522924]}"
1098,0.08005449431735533,-0.13926857709884644,0.08801496773958206,-0.17545747756958008,0.06082829306219005,-21.572181166949868,-10.62676791256673,0.4926144613258749,10.0,Unclassified,GEE-PIXEL-1098,Sowing/Planting,29.942039341131267,77.12876221722894,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.12876221722894,29.942039341131267]}"
1099,0.08174988591920827,-0.19310663640499115,0.11101014912128448,-0.20000000298023224,0.08360759311536928,-26.192628261892494,-16.012343929084377,0.6113301949049093,10.0,Unclassified,GEE-PIXEL-1099,Sowing/Planting,29.586074852116287,76.81373441127393,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.81373441127393,29.586074852116287]}"
1100,0.07177010962920202,-0.14235419034957886,0.08754944801330566,-0.17768028378486633,0.059487835119719834,-22.55426430121784,-14.321177647026257,0.6349654367231303,10.0,Unclassified,GEE-PIXEL-1100,Sowing/Planting,29.70740818699634,77.10523243082645,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.10523243082645,29.70740818699634]}"
1101,0.14276955654466472,-0.11521683633327484,0.15048383176326752,-0.26787513494491577,0.1230671388268316,-21.453950680475856,-12.56912730756801,0.5858654231396158,10.0,Unclassified,GEE-PIXEL-1101,Sowing/Planting,29.725184544129476,76.70694696274664,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.70694696274664,29.725184544129476]}"
1102,0.10706115016576762,-0.15648886561393738,0.15914307534694672,-0.26299840211868286,0.11080428761349555,-19.477131959724872,-9.58752155688414,0.49224506302850113,10.0,Unclassified,GEE-PIXEL-1102,Sowing/Planting,29.646145543712166,76.78403036083029,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.78403036083029,29.646145543712166]}"
1103,-1.1543267379864404,0.017010334879159927,0.2423029989004135,-0.2360367476940155,0.17341831873781577,-19.283850074656893,-11.505319552327792,0.5966298277789494,9.84690698608756,Unclassified,GEE-PIXEL-1103,Sowing/Planting,29.495522101607687,76.50285190074221,Severe Stress,49.149483256042004,1,0.9829896651208401,39.3195866048336,"{""type"":""Point"",""coordinates"":[76.50285190074221,29.495522101607687]}"
1104,0.07976405912296586,-0.20835664868354797,0.09381444752216339,-0.17594902217388153,0.06148649554573581,-27.481017358057876,-12.402951489561902,0.4513279759365653,10.0,Unclassified,GEE-PIXEL-1104,Sowing/Planting,29.641038094433387,76.70703565079036,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.70703565079036,29.641038094433387]}"
1105,0.0655957295466715,-0.1697007566690445,0.06834277510643005,-0.14094533026218414,0.0534300756576252,-27.021488283264738,-16.341466536087065,0.6047582194414537,10.0,Unclassified,GEE-PIXEL-1105,Sowing/Planting,29.79461938110252,76.75260564474578,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.75260564474578,29.79461938110252]}"
1106,0.1043277896163463,-0.2594558596611023,0.2459992617368698,-0.29666924476623535,0.1289840009565278,-21.74601893774976,-11.529287595340744,0.5301792552707595,10.0,Unclassified,GEE-PIXEL-1106,Sowing/Planting,29.67297704164938,76.82335970593036,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.82335970593036,29.67297704164938]}"
1107,0.059092780242446616,-0.19131216406822205,0.09036232531070709,-0.20165379345417023,0.05932202283733023,-20.639006306041843,-10.261808129267592,0.49720458796837275,10.0,Unclassified,GEE-PIXEL-1107,Sowing/Planting,29.528357075944573,77.00690995002446,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.00690995002446,29.528357075944573]}"
1108,0.03138629730169293,-0.15116488933563232,0.04190562292933464,-0.15592513978481293,0.02989302813679641,-19.596298759618684,-10.932638016916483,0.5578930342365453,10.0,Unclassified,GEE-PIXEL-1108,Sowing/Planting,29.870667925091762,76.69787115948509,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.69787115948509,29.870667925091762]}"
1109,0.10307195106528663,-0.10513526946306229,0.1290050745010376,-0.20453554391860962,0.09421183477933778,-17.988331275160796,-10.682220058862873,0.5938416682071613,10.0,Unclassified,GEE-PIXEL-1109,Sowing/Planting,29.616864130464922,76.93278006322198,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.93278006322198,29.616864130464922]}"
1110,0.3322340846311892,0.028505610302090645,0.4739013910293579,-0.5116377472877502,0.3499035245521412,-13.035738290318434,-7.987604739510184,0.6127466795025496,9.743449507281184,Unclassified,GEE-PIXEL-1110,Vegetative,29.561669991991504,76.89595449129254,Severe Stress,48.57471948489547,1,0.9714943896979094,38.859775587916374,"{""type"":""Point"",""coordinates"":[76.89595449129254,29.561669991991504]}"
1111,0.2831071638812516,-0.05333757400512695,0.40009447932243347,-0.5213528275489807,0.2751786937087828,-18.680716215458787,-10.237806951451084,0.5480414873504965,10.0,Unclassified,GEE-PIXEL-1111,Vegetative,29.611349008223783,76.6157697514018,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.6157697514018,29.611349008223783]}"
1112,0.036458795686563274,-0.11149723827838898,0.04211957007646561,-0.14734481275081635,0.03416605750917513,-24.20194390351837,-12.28476703586553,0.5075942491410318,10.0,Unclassified,GEE-PIXEL-1112,Sowing/Planting,29.918155158932354,77.14916062886152,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.14916062886152,29.918155158932354]}"
1114,0.0903125746814365,-0.04258756339550018,0.139497771859169,-0.1994466781616211,0.08559460712124628,-18.859888178148108,-11.200470883241273,0.5938779366728466,10.0,Unclassified,GEE-PIXEL-1114,Sowing/Planting,29.85973721279523,77.03253488609688,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.03253488609688,29.85973721279523]}"
1115,0.07209350630568337,-0.10816776007413864,0.0852648913860321,-0.1590106040239334,0.06285597607872578,-18.541595074525684,-9.329180770567314,0.5031487979442224,10.0,Unclassified,GEE-PIXEL-1115,Sowing/Planting,29.818046423637604,77.09596564598064,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.09596564598064,29.818046423637604]}"
1116,0.21791178672130976,-0.10558648407459259,0.3209243416786194,-0.3894166648387909,0.22974529479578693,-21.74353494048001,-12.426993310558707,0.5715259232733706,10.0,Unclassified,GEE-PIXEL-1116,Vegetative,29.772226136019935,76.81341007175648,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.81341007175648,29.772226136019935]}"
1118,0.05437077957688965,-0.10003096610307693,0.07084692269563675,-0.13852815330028534,0.0479297998379046,-24.053245548283275,-12.04901302313873,0.5009308826903641,10.0,Unclassified,GEE-PIXEL-1118,Sowing/Planting,29.796810655663432,77.09340984047023,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.09340984047023,29.796810655663432]}"
1120,0.15027227919402386,-0.16378462314605713,0.17260490357875824,-0.21437321603298187,0.13012335810204156,-21.469621921309916,-13.650865044220332,0.6358223600804713,10.0,Unclassified,GEE-PIXEL-1120,Sowing/Planting,29.818976597646014,76.76458375681015,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.76458375681015,29.818976597646014]}"
1121,0.308950682370175,-0.020304206758737564,0.45151564478874207,-0.4375879168510437,0.31396585120488385,-18.99391749828839,-10.943977892082016,0.5761833212791168,10.0,Unclassified,GEE-PIXEL-1121,Vegetative,29.75568662062926,77.05296344340188,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.05296344340188,29.75568662062926]}"
1123,0.043649606266935814,-0.05677277594804764,0.04210527613759041,-0.12393568456172943,0.036486499548132365,-29.4150902211141,-13.138913299349506,0.44667256320672377,10.0,Unclassified,GEE-PIXEL-1123,Sowing/Planting,29.607793704797526,77.02247125323059,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.02247125323059,29.607793704797526]}"
1124,0.33508223032149176,0.04111114889383316,0.5415539145469666,-0.5978313088417053,0.37205166134465745,-15.321843289464264,-9.897272303932168,0.6459583721689796,9.629999659955502,Unclassified,GEE-PIXEL-1124,Vegetative,29.489429323024684,76.99645343379584,Severe Stress,47.94444255530834,1,0.9588888511061668,38.355554044246674,"{""type"":""Point"",""coordinates"":[76.99645343379584,29.489429323024684]}"
1125,0.04576733524972082,-0.1736389845609665,0.048745837062597275,-0.14580848813056946,0.03868350860673068,-24.25280451267566,-12.866630122254863,0.5305213525327146,10.0,Unclassified,GEE-PIXEL-1125,Sowing/Planting,29.541427937985944,76.89624786209374,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.89624786209374,29.541427937985944]}"
